country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-04-2026 12:00:00",28.639652,77.146275,PM10,107,311,171
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-04-2026 12:00:00",28.639652,77.146275,NH3,7,20,15
India,Delhi,Delhi,"Pusa, Delhi - IMD","12-04-2026 12:00:00",28.636110,77.173332,NO2,20,132,52
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-04-2026 12:00:00",28.563262,77.186937,PM2.5,32,399,142
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-04-2026 12:00:00",28.563262,77.186937,NO2,5,250,39
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-04-2026 12:00:00",28.563262,77.186937,SO2,9,100,41
India,Delhi,Delhi,"Rohini, Delhi - DPCC","12-04-2026 12:00:00",28.732528,77.119920,PM2.5,27,429,144
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","12-04-2026 12:00:00",28.6514781,77.1473105,OZONE,7,37,24
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-04-2026 12:00:00",28.5504249,77.2159377,PM10,99,317,159
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-04-2026 12:00:00",28.5504249,77.2159377,SO2,29,36,32
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-04-2026 12:00:00",28.5504249,77.2159377,CO,2,98,25
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","12-04-2026 12:00:00",28.710508,77.249485,NO2,9,53,27
